,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217
0,1.0,0.3113475,0.15870446,0.09615385,0.3380074,0.22805643,0.3211578,0.35205182,0.13277623,0.28271517,0.4234778,0.3023416,0.08018433,0.43157893,0.42906177,0.40315974,0.32774284,0.34356236,0.3362776,0.14585079,0.24145786,0.0,0.3416017,0.4456522,0.3739193,0.421113,0.3939818,0.4127536,0.402955,0.3946684,0.37562189,0.3838631,0.33406115,0.42010653,0.3125,0.30477527,0.16355932,0.30043542,0.2859097,0.13850175,0.33846155,0.29366198,0.27683616,0.21647818,0.15175438,0.07063197,0.2561375,0.38561246,0.24900873,0.39602554,0.25801283,0.16066946,0.21961102,0.3159026,0.38005215,0.25386313,0.34546703,0.33746555,0.33265582,0.33026922,0.27159533,0.48207173,0.33712122,0.37024683,0.37663144,0.46055827,0.45898235,0.45898235,0.33004552,0.23969465,0.3682477,0.30262226,0.41158536,0.31629393,0.48224112,0.36394557,0.22294022,0.35745206,0.2927171,0.2037037,0.23064771,0.24002954,0.3509804,0.48092484,0.29383507,0.35846266,0.27169275,0.43252212,0.38163558,0.30619597,0.328125,0.36882934,0.44240838,0.3154412,0.39685792,0.3893229,0.36649963,0.3697479,0.37763578,0.32854208,0.3732484,0.38137323,0.4065097,0.4514742,0.35152373,0.35609755,0.3539945,0.37861916,0.36919972,0.39075068,0.3947704,0.3919098,0.4706704,0.40576923,0.42445582,0.39664084,0.4174284,0.4338109,0.37652645,0.38725194,0.40917906,0.36940548,0.29432878,0.36692014,0.36037737,0.4121907,0.3419827,0.36,0.4062293,0.23543495,0.27893892,0.38342696,0.43608123,0.42702702,0.39276809,0.3952289,0.41704917,0.34153196,0.3250178,0.3385452,0.46145374,0.3906151,0.34732825,0.40442133,0.31407943,0.41752577,0.39513478,0.41727942,0.44791666,0.4241446,0.3534166,0.4283227,0.43097863,0.22033899,0.43453866,0.36607727,0.26995647,0.3475862,0.36244255,0.3482336,0.38976148,0.36239192,0.4371293,0.34810534,0.43794212,0.23892406,0.3055762,0.40543735,0.42693192,0.34121123,0.47613636,0.37170088,0.4194201,0.43008614,0.38044205,0.46572936,0.5287438,0.3761277,0.41417426,0.38277814,0.35878867,0.4293381,0.42293233,0.3947696,0.38427395,0.40458015,0.4185766,0.41055185,0.37102014,0.441255,0.42131978,0.42601514,0.3820841,0.4134503,0.41672474,0.40903142,0.38686606,0.37698138,0.20803213,0.37895417,0.44579044,0.3843648,0.26245353,0.33798677,0.40236688,0.3137666,0.4162925,0.3865837,0.30830905,0.3853525,0.30064887,0.244587,0.38048092,0.4017038,0.419986,0.39747635,0.42084053,0.34115282
1,0.3113475,1.0,0.16866359,0.08956797,0.26050422,0.23809524,0.30312034,0.31216526,0.19435029,0.2613293,0.3647587,0.25855792,0.11123348,0.36934388,0.36549708,0.3496377,0.2847633,0.27391604,0.31384408,0.18972331,0.24324325,0.0,0.31659058,0.375,0.29665428,0.35877863,0.29716313,0.35357141,0.32736045,0.33109468,0.34625491,0.3459321,0.29156998,0.3465482,0.34125638,0.30184332,0.17134559,0.26968044,0.28038776,0.14057827,0.31041524,0.32646593,0.25957122,0.21209386,0.15694165,0.07383279,0.22064057,0.37726638,0.24405286,0.31009442,0.29438823,0.15580736,0.20683454,0.31914893,0.35600278,0.28096426,0.3323442,0.30808824,0.31967813,0.28041238,0.24766752,0.41002506,0.27853152,0.33450952,0.3625498,0.36,0.3902311,0.3902311,0.2895377,0.25192803,0.36034116,0.29044685,0.345,0.30827585,0.40915954,0.30545712,0.21711712,0.3272371,0.2986111,0.25070423,0.3086304,0.2405892,0.32130465,0.39964995,0.2504303,0.26224566,0.28968254,0.3704122,0.29537106,0.27314815,0.31916538,0.30927834,0.3374836,0.2732968,0.31977558,0.32459676,0.30201343,0.31548056,0.3438975,0.34087482,0.35302106,0.31527093,0.32859176,0.369863,0.28994083,0.32074073,0.3395245,0.29115853,0.3079609,0.3436402,0.3359736,0.35006973,0.31728813,0.34170523,0.34595302,0.33266667,0.3360099,0.39892346,0.3085554,0.35012594,0.32262295,0.32235458,0.26153848,0.35738596,0.31926122,0.34465718,0.34640524,0.32820097,0.32364866,0.27297795,0.2050633,0.33161387,0.36231002,0.32494903,0.35271063,0.34385493,0.31707317,0.29525223,0.3219018,0.3240469,0.3994382,0.35423616,0.28674698,0.33133334,0.26199543,0.33837056,0.3834746,0.34880802,0.35301352,0.34055117,0.28462127,0.34780058,0.37432796,0.21203953,0.34465408,0.31802604,0.26656026,0.3140132,0.362794,0.29809886,0.36313534,0.362776,0.36803874,0.38880917,0.34697855,0.2253275,0.28987855,0.41533548,0.30321592,0.34281072,0.38746437,0.27367637,0.34301522,0.37966806,0.3347398,0.36146683,0.34527028,0.36636636,0.34402138,0.358,0.3406206,0.37731197,0.32996845,0.38466668,0.3566152,0.3032213,0.35962734,0.35441452,0.33173734,0.3504736,0.36479443,0.32110727,0.35369775,0.39221743,0.31690142,0.36863825,0.39222616,0.3828184,0.2544434,0.30922362,0.34869617,0.3123746,0.26233554,0.32111552,0.36615813,0.30968726,0.36333334,0.34452555,0.32145748,0.3105634,0.30031696,0.20677672,0.30203784,0.35342467,0.33309558,0.3438114,0.37447822,0.3270758
2,0.15870446,0.16866359,1.0,0.06759099,0.15247895,0.1359447,0.21786691,0.17695099,0.11324042,0.16356878,0.23331292,0.18552037,0.06294964,0.1994012,0.20188087,0.19933994,0.17767857,0.17748562,0.1979735,0.11806543,0.14814815,0.0,0.14086956,0.19965377,0.16725352,0.20075998,0.176814,0.22185649,0.160893,0.18216175,0.18188407,0.18521127,0.16573557,0.1820259,0.14482759,0.16514598,0.12340426,0.17572816,0.21515435,0.2284264,0.22920065,0.17054985,0.20767717,0.16940582,0.082840234,0.07129456,0.13978495,0.19677171,0.13860252,0.16568545,0.1433526,0.19940476,0.13235295,0.16404077,0.18153846,0.15179487,0.17576791,0.16924399,0.15789473,0.24140893,0.12140575,0.20533468,0.15625,0.16719493,0.17723343,0.19580877,0.20226537,0.20226537,0.13786408,0.15121412,0.1696638,0.14689781,0.19093406,0.28162912,0.2030303,0.16625717,0.15470298,0.23206107,0.18334892,0.11599512,0.14671361,0.2172949,0.1710008,0.19987886,0.1436464,0.15639375,0.16957365,0.2124321,0.18189807,0.20784314,0.15813118,0.1764706,0.1812227,0.1450237,0.17401764,0.17740713,0.14581536,0.17320819,0.18599397,0.1663808,0.1904762,0.1720517,0.18367347,0.18405315,0.1631579,0.1489899,0.1827498,0.14439462,0.15659778,0.18759936,0.18436578,0.1767442,0.19607843,0.19054653,0.17849462,0.18249813,0.19193989,0.19242707,0.16680096,0.18381344,0.1800738,0.16218354,0.16714422,0.20489296,0.17533432,0.19012178,0.16558442,0.1475564,0.18174846,0.1323185,0.13995485,0.1623431,0.1977661,0.18041635,0.17317246,0.18576778,0.19335347,0.17004405,0.16181818,0.17627119,0.20173913,0.18008785,0.16192345,0.16531365,0.16119963,0.1895665,0.1754386,0.18548939,0.18484043,0.18613139,0.15159817,0.19897959,0.19019751,0.17106918,0.18538938,0.18878357,0.15972222,0.17854077,0.17084639,0.18583256,0.19339934,0.16755792,0.20628683,0.18040435,0.172927,0.20710784,0.16336633,0.20281124,0.15884477,0.15853658,0.1949052,0.1922366,0.1786543,0.17686567,0.17088607,0.19688474,0.18181819,0.17716205,0.18249258,0.18261504,0.18261562,0.179987,0.1826452,0.1969697,0.18491124,0.18085106,0.17988008,0.17746289,0.17524981,0.1714922,0.19543773,0.18804781,0.18719211,0.19143413,0.18048781,0.19090909,0.16779533,0.16914192,0.18790218,0.17005268,0.19761273,0.16090226,0.1587137,0.17202269,0.18292683,0.15466666,0.19456682,0.1837074,0.18670577,0.17317073,0.15377359,0.12124711,0.15989847,0.18389058,0.17680454,0.18405797,0.19128788,0.1774461
3,0.09615385,0.08956797,0.06759099,1.0,0.10643016,0.10102489,0.09108911,0.10384216,0.068601586,0.10772579,0.09202454,0.11618257,0.068862274,0.10286783,0.09499024,0.090220384,0.08067729,0.11121409,0.09772536,0.088757396,0.081794195,0.0,0.101123594,0.09952324,0.11088505,0.089121886,0.098972924,0.09446694,0.09262436,0.11018364,0.10347551,0.09855951,0.10652174,0.10108605,0.08792497,0.08195021,0.07514451,0.1027088,0.071428575,0.044585988,0.09176672,0.07240294,0.09240924,0.076323986,0.075593956,0.053125,0.077844314,0.10526316,0.09352518,0.102392346,0.09104046,0.075187966,0.08490566,0.08839191,0.09780776,0.08812729,0.0802644,0.10273973,0.08987701,0.086098656,0.09932886,0.09141414,0.11502347,0.09549072,0.10236221,0.09868875,0.09735974,0.09735974,0.08064516,0.097693354,0.10218341,0.110749185,0.10701107,0.09210526,0.09146342,0.08675799,0.088785045,0.0900474,0.09100529,0.0742496,0.072150074,0.08135169,0.11685995,0.09943361,0.10788382,0.097639486,0.087150835,0.09365373,0.10218254,0.083604775,0.098958336,0.10068426,0.09802371,0.084632516,0.12431444,0.0964256,0.10282258,0.10562015,0.09738134,0.09639727,0.09738134,0.08563782,0.10847767,0.09476662,0.11201629,0.10449219,0.08687441,0.0968421,0.09506726,0.10915493,0.10823909,0.107851595,0.102476515,0.104166664,0.09898675,0.09334416,0.08705036,0.09616634,0.08683975,0.10436714,0.09550562,0.08810572,0.102678575,0.10180624,0.09682669,0.09240688,0.08190819,0.08940397,0.10388514,0.09730539,0.10541311,0.08654751,0.10654596,0.10854701,0.103421465,0.10573771,0.09787928,0.09619238,0.089770354,0.11930165,0.103179365,0.097133756,0.11111111,0.10973597,0.09357998,0.106230035,0.1010952,0.10147059,0.105714284,0.108366534,0.09139214,0.09296149,0.103803486,0.077279754,0.10074074,0.09098712,0.083429895,0.10368217,0.10236221,0.10703043,0.09686411,0.09572301,0.09686221,0.09090909,0.10069714,0.06676137,0.08912037,0.09377187,0.09947644,0.11098779,0.09588199,0.11627907,0.09137056,0.095432304,0.110516936,0.09616634,0.09754098,0.10396975,0.117502056,0.102707006,0.098504834,0.09480969,0.112299465,0.09195402,0.09879518,0.10511883,0.10021475,0.09970888,0.08732158,0.1107438,0.09505459,0.109443955,0.09412651,0.09202454,0.09828675,0.110373445,0.09559435,0.09435707,0.078247264,0.10822148,0.10084034,0.120615914,0.088779286,0.11529934,0.09286899,0.08895706,0.10819411,0.11214953,0.09497207,0.11634349,0.13808976,0.090236686,0.10495627,0.10887772,0.096396394,0.09976434,0.09688122,0.09208103
4,0.3380074,0.26050422,0.15247895,0.10643016,1.0,0.23354374,0.2936747,0.31377152,0.120746434,0.25789067,0.34985915,0.26646706,0.07751938,0.36833048,0.35874704,0.34003657,0.2905918,0.2992126,0.29662162,0.13618676,0.22840035,0.0,0.33913043,0.37716845,0.72004026,0.3689904,0.29271808,0.32426035,0.3263158,0.33562115,0.33754152,0.34352636,0.7626753,0.503888,0.26453727,0.2625571,0.14536585,0.2543307,0.23330888,0.13176711,0.27119786,0.26682135,0.2511664,0.19034608,0.16649215,0.07078651,0.2427907,0.3262654,0.26586938,0.302874,0.25779817,0.16129032,0.21037999,0.24942791,0.3347251,0.26152557,0.3037037,0.30074626,0.286754,0.28300563,0.23813632,0.39058587,0.37489027,0.49355876,0.3082414,0.37057728,0.38367778,0.38367778,0.31360948,0.25219685,0.41842902,0.2997621,0.35121328,0.29776847,0.39314517,0.300216,0.18789521,0.30971128,0.28671876,0.19557196,0.2221223,0.20227458,0.31920904,0.37543654,0.26744187,0.29360694,0.27323717,0.36550543,0.29363295,0.28400955,0.3314741,0.53751105,0.40603086,0.25592417,0.31575197,0.31364563,0.40163934,0.69758457,0.33583617,0.3237082,0.3312925,0.31022158,0.31138152,0.39703035,0.28808448,0.27147016,0.3186567,0.32322428,0.31308076,0.3916914,0.3700896,0.54095703,0.3631165,0.54813665,0.3652291,0.36036035,0.35564053,0.3436406,0.29237288,0.33080807,0.41298145,0.29621848,0.24824902,0.32655826,0.3145917,0.34993696,0.31358382,0.3215169,0.32987553,0.2971154,0.30215153,0.30701107,0.36532506,0.3229599,0.3900273,0.33582598,0.34752747,0.302361,0.2779061,0.36996904,0.41091955,0.34005377,0.305,0.40372226,0.2834521,0.34025452,0.40467495,0.3763021,0.3550407,0.34157753,0.39948893,0.36842105,0.38934994,0.19255222,0.38198555,0.30769232,0.23389022,0.29520294,0.34095782,0.73881376,0.3361806,0.2945677,0.36024466,0.3040494,0.3598131,0.23486902,0.2617504,0.3483911,0.28748068,0.41346154,0.3747851,0.28024504,0.33848315,0.43201753,0.32056737,0.37083334,0.3557559,0.40694007,0.3369418,0.37620357,0.33500358,0.35679013,0.41820672,0.335733,0.32886806,0.51578075,0.39533377,0.3947541,0.3089041,0.31631967,0.3462877,0.32554847,0.31951532,0.36829117,0.34753856,0.32744566,0.34679666,0.3160205,0.22650376,0.33402205,0.3539604,0.35729387,0.24192213,0.2996795,0.3716312,0.30512422,0.3304636,0.31441048,0.25669292,0.31106323,0.257837,0.21128021,0.29372695,0.34535366,0.33503276,0.33069307,0.3497918,0.33382678
5,0.22805643,0.23809524,0.1359447,0.10102489,0.23354374,1.0,0.23179917,0.39126214,0.16541353,0.21328671,0.2602579,0.2090301,0.10486322,0.27549195,0.2633846,0.25594854,0.24040921,0.22196262,0.23014706,0.14534162,0.24737945,0.0,0.22920203,0.2818287,0.23793395,0.27398118,0.30879864,0.2818533,0.2685185,0.24908155,0.26214287,0.26319444,0.2437276,0.24852072,0.29540917,0.27068347,0.19741936,0.23351648,0.19583334,0.11225806,0.21165192,0.2585895,0.20406361,0.26460072,0.14210527,0.08269525,0.18607181,0.3299293,0.22030237,0.2353896,0.24446903,0.124105014,0.18171683,0.29128015,0.2881356,0.22351798,0.2852292,0.24438903,0.22841,0.22084942,0.20344129,0.27570564,0.26923078,0.2739509,0.27797833,0.2690815,0.2735595,0.2735595,0.25167465,0.2801303,0.27599686,0.28268877,0.2816998,0.2079282,0.2742915,0.21306376,0.30048662,0.22720897,0.25313058,0.20412844,0.28968713,0.17300381,0.25154322,0.29085365,0.3890866,0.22515391,0.25749063,0.2783075,0.2199341,0.23913044,0.32681563,0.23841059,0.23438597,0.22739726,0.28410915,0.23645681,0.27193746,0.3431111,0.2952309,0.23943663,0.26459718,0.29656863,0.24197337,0.2950709,0.22240803,0.2592282,0.3653501,0.2766727,0.2468652,0.24332571,0.2837141,0.25018898,0.25075302,0.25755396,0.28242075,0.28134328,0.24240422,0.27447337,0.2375,0.24548495,0.27199414,0.22239147,0.27631578,0.26160648,0.24583031,0.27095908,0.31658292,0.26704016,0.23946784,0.2678161,0.21914893,0.26766416,0.25657472,0.25056264,0.2616361,0.2886057,0.25346968,0.2169576,0.3596154,0.32984293,0.26735514,0.29194382,0.24881741,0.25733137,0.27432808,0.2580645,0.24776785,0.31549296,0.24869792,0.27793905,0.22115384,0.2576419,0.31567165,0.264218,0.25915876,0.29620853,0.22076707,0.26806724,0.25384617,0.24237141,0.27559054,0.3413729,0.25907066,0.35573772,0.2747331,0.21715526,0.265444,0.27254772,0.24452235,0.2497721,0.28537312,0.22089042,0.23054114,0.24400872,0.24691358,0.28161994,0.25939572,0.25859246,0.29782444,0.28008753,0.22837633,0.25208467,0.2447171,0.27304965,0.25850832,0.23940346,0.3017065,0.3053435,0.23883928,0.29163527,0.26063183,0.24674329,0.25550964,0.2863666,0.24744697,0.27748692,0.3525641,0.3480903,0.21167047,0.28985506,0.2717747,0.29131436,0.28381148,0.35566503,0.34394905,0.27555555,0.26925847,0.27243066,0.25115848,0.25516692,0.23209429,0.2218543,0.23120914,0.2756024,0.2605242,0.2697274,0.27795327,0.30209205
6,0.3211578,0.30312034,0.21786691,0.09108911,0.2936747,0.23179917,1.0,0.3005106,0.125,0.26676384,0.40449437,0.26925796,0.10916581,0.41742596,0.4537205,0.41723076,0.307971,0.29399866,0.32049608,0.16483517,0.29411766,0.0,0.30384338,0.4305633,0.31019524,0.38730344,0.31553397,0.3833432,0.35278153,0.34250164,0.34412697,0.3488806,0.29701492,0.3568575,0.27751938,0.32357356,0.1800554,0.28366113,0.29441625,0.14447592,0.33489618,0.3019432,0.2908817,0.20392491,0.14797361,0.069838054,0.255449,0.34673697,0.22112212,0.31553057,0.27374783,0.2108716,0.24010554,0.28182486,0.33818662,0.24535604,0.3586006,0.35113388,0.30362117,0.32532603,0.23913044,0.44338676,0.29156998,0.34546703,0.37039432,0.38858858,0.42221057,0.42221057,0.2714724,0.26363635,0.332885,0.29015544,0.3729128,0.3449692,0.44048217,0.3010899,0.22750865,0.35658914,0.304769,0.21633363,0.25256848,0.25316456,0.33243242,0.41132724,0.26224068,0.27879676,0.2933537,0.39619473,0.30413106,0.4070434,0.2984638,0.3271028,0.35714287,0.2756024,0.32472825,0.34587458,0.29756796,0.3321403,0.36309522,0.3271028,0.33918127,0.3212824,0.32060027,0.3778858,0.28601846,0.3026038,0.32226148,0.29749632,0.31682497,0.35338345,0.35667965,0.33156148,0.3388815,0.35529715,0.35928527,0.35452163,0.36369193,0.39860547,0.32284543,0.3654321,0.3672131,0.3191633,0.2755788,0.37192282,0.32904884,0.39614427,0.3611898,0.28057015,0.32138202,0.23554422,0.24770643,0.34408602,0.3703264,0.34466666,0.35895807,0.34089437,0.3476843,0.29942694,0.30088496,0.33570918,0.396072,0.35705045,0.2846154,0.35587656,0.29310346,0.3580645,0.34594953,0.3691358,0.36298078,0.36988968,0.31749624,0.38039672,0.3623469,0.20698467,0.373599,0.36090225,0.29905808,0.31471005,0.32352942,0.3197026,0.38861984,0.3080845,0.3653959,0.3422639,0.36282623,0.26157805,0.27572966,0.40233415,0.35217723,0.2795539,0.41412428,0.2767793,0.32323897,0.35101506,0.32390574,0.40349853,0.36357617,0.31843576,0.3532856,0.36245954,0.31091878,0.3605201,0.36340854,0.39376217,0.3514563,0.3386537,0.3778999,0.37039313,0.3478261,0.3350582,0.3912794,0.35689774,0.3572767,0.40812615,0.32739726,0.3602115,0.342556,0.34868887,0.22735192,0.3661312,0.37906137,0.35063207,0.2813749,0.29191616,0.35235566,0.31153563,0.36322582,0.32546842,0.2957317,0.31942543,0.2868976,0.28596646,0.31982943,0.36175883,0.35834503,0.36597937,0.39178887,0.32269257
7,0.35205182,0.31216526,0.17695099,0.10384216,0.31377152,0.39126214,0.3005106,1.0,0.1467793,0.26319703,0.40148064,0.29096252,0.10543131,0.388102,0.3586207,0.35812837,0.3149665,0.30828115,0.32886806,0.15666041,0.25083333,0.0,0.2886447,0.39403972,0.3270958,0.39713773,0.38656718,0.3898612,0.35200554,0.3597025,0.3458549,0.35152283,0.32012433,0.37957212,0.32210353,0.36284584,0.19020173,0.29430133,0.2819383,0.12248804,0.31759948,0.29407296,0.28670254,0.2228164,0.14577259,0.08413205,0.22465035,0.6226721,0.3581527,0.3330909,0.24652778,0.14116576,0.20686619,0.36131096,0.4083807,0.2795436,0.38572514,0.29791817,0.31022158,0.32678822,0.24069479,0.4188717,0.42197037,0.34453782,0.39570758,0.39021406,0.41962865,0.41962865,0.28492063,0.2900433,0.36159775,0.31076923,0.37950665,0.30664858,0.4159159,0.31114227,0.28014842,0.342671,0.33541343,0.20549159,0.28403968,0.24396135,0.32216144,0.42071387,0.36338547,0.29779133,0.33065164,0.40583858,0.3493976,0.30256012,0.3478261,0.34249628,0.3864702,0.29296875,0.38078034,0.36425647,0.3022744,0.42455044,0.40416667,0.33161387,0.3507014,0.40488526,0.4199102,0.4325193,0.3712297,0.34421366,0.7201878,0.40998363,0.32543555,0.3795309,0.38529015,0.36080334,0.46182358,0.3754175,0.41474965,0.3777174,0.351418,0.41204533,0.342068,0.35136816,0.38617885,0.32046863,0.32565528,0.35227272,0.32874918,0.39267677,0.35662824,0.33226836,0.373877,0.26929983,0.25171822,0.3640416,0.38077858,0.35945016,0.35135135,0.49926144,0.40082932,0.29751462,0.40816328,0.4540412,0.40311804,0.42,0.36599666,0.38672143,0.31308413,0.37825218,0.3902098,0.42604712,0.39225483,0.37400532,0.3281493,0.38676995,0.47931525,0.22488889,0.4247206,0.407354,0.28050712,0.35416666,0.32581967,0.32317072,0.36915603,0.41922456,0.3706587,0.43430656,0.3892928,0.21150592,0.33059886,0.3937888,0.33461836,0.3018576,0.48255116,0.34755623,0.35,0.36849222,0.45653817,0.4070113,0.3998614,0.33985507,0.40758622,0.37641573,0.30847457,0.40559006,0.3663683,0.3693108,0.36782378,0.3375796,0.44778067,0.4574468,0.3515732,0.4230499,0.37047672,0.37349397,0.3514883,0.41187385,0.39019033,0.39626557,0.4309234,0.45171338,0.22649956,0.35728812,0.3890259,0.35350102,0.36713287,0.7795359,0.5075415,0.31475905,0.38729098,0.37069598,0.299687,0.40834576,0.30980393,0.29143897,0.3658903,0.37800688,0.37039712,0.37632275,0.39426523,0.3578182
8,0.13277623,0.19435029,0.11324042,0.068601586,0.120746434,0.16541353,0.125,0.1467793,1.0,0.08891214,0.10410288,0.11010101,0.095100865,0.104808874,0.115761936,0.107586205,0.1493776,0.11293261,0.110552765,0.11434109,0.124,0.0,0.10653266,0.10467179,0.12626262,0.1078238,0.1342155,0.11525424,0.13473316,0.104489796,0.107644305,0.1075997,0.122977346,0.11101905,0.15834348,0.13525027,0.125969,0.123595506,0.1113381,0.114718616,0.12013829,0.1470911,0.123893805,0.14057508,0.08541667,0.07462686,0.12575758,0.13395114,0.115384616,0.111636706,0.23296355,0.10594796,0.10714286,0.17021276,0.14027539,0.108140945,0.17997977,0.12745099,0.12332696,0.11171171,0.11523179,0.10638298,0.11582569,0.1227758,0.14205457,0.11919612,0.10696654,0.10696654,0.14268728,0.12737127,0.1535009,0.102212854,0.106831394,0.11130587,0.10765306,0.10272727,0.14240506,0.11260904,0.13577586,0.14869282,0.2961083,0.10460772,0.12433863,0.116719246,0.15730338,0.11632871,0.1292517,0.10850801,0.10418695,0.12568909,0.1455898,0.1264706,0.11181103,0.11272322,0.14012739,0.10726073,0.15154639,0.14906219,0.09822866,0.1037464,0.1310116,0.11812443,0.11823104,0.12054208,0.103960395,0.15631263,0.1409135,0.15509762,0.11170688,0.12248469,0.116893515,0.15663716,0.11639762,0.12892829,0.12480377,0.10751819,0.10678211,0.125,0.1154193,0.10583942,0.12388664,0.11722913,0.12208657,0.17066896,0.10743134,0.112068966,0.13741876,0.14642452,0.10556941,0.18867925,0.11904762,0.14368932,0.11249138,0.110176615,0.10582822,0.114541024,0.1112013,0.10049261,0.17640573,0.14161009,0.11497006,0.13717532,0.156956,0.1409508,0.116178066,0.10344828,0.1416309,0.116740085,0.10400562,0.13029577,0.124197,0.10310641,0.12828685,0.14285715,0.11037528,0.116479725,0.12309496,0.108778626,0.113715276,0.1691974,0.13503909,0.1388601,0.13500348,0.13062283,0.12989046,0.13656388,0.21717171,0.13447782,0.109617375,0.22341697,0.11895911,0.09989806,0.103361346,0.14405361,0.13709678,0.11255693,0.12191104,0.19338678,0.13082583,0.12191235,0.124668434,0.10919143,0.11036036,0.1473851,0.13181448,0.13653137,0.13372093,0.12711242,0.105704695,0.13162252,0.102744095,0.112076454,0.11480363,0.12534626,0.17630331,0.1360601,0.12594458,0.13559322,0.292196,0.10344828,0.12800565,0.099834986,0.12406948,0.16799092,0.13355875,0.132154,0.14009662,0.15965582,0.19689737,0.1059246,0.10239651,0.112737924,0.10581506,0.12531328,0.121157326,0.100541376,0.1188251,0.12674744
9,0.28271517,0.2613293,0.16356878,0.10772579,0.25789067,0.21328671,0.26676384,0.26319703,0.08891214,1.0,0.36112675,0.29207548,0.08169935,0.37037036,0.36572438,0.35968137,0.26358297,0.30326703,0.35027856,0.14450867,0.22765599,0.0,0.29163527,0.37680355,0.26779163,0.34780058,0.3252924,0.34165183,0.29228687,0.34565365,0.32962722,0.33397314,0.2558846,0.30006653,0.2562249,0.27486712,0.1414914,0.2893685,0.24524158,0.112426035,0.30129516,0.24943481,0.2746479,0.19441944,0.12835822,0.0715859,0.18947369,0.32454363,0.18808511,0.2891132,0.20746528,0.14069878,0.18287243,0.25987843,0.31747112,0.23581848,0.28149748,0.29252198,0.28540617,0.2916084,0.22992392,0.40411645,0.24685535,0.32135308,0.33859304,0.356056,0.38692674,0.38692674,0.24230465,0.22978723,0.31805557,0.26931906,0.33834586,0.3017301,0.4032258,0.29871976,0.19090098,0.3082414,0.27641654,0.17395183,0.20436682,0.22649223,0.3138483,0.36639908,0.21779661,0.29508197,0.27093208,0.35373387,0.27147016,0.27060652,0.27912253,0.2898975,0.30983183,0.25585023,0.33285713,0.33265167,0.26832846,0.28303248,0.32152405,0.27866474,0.31362125,0.30492958,0.30147576,0.34069982,0.27716187,0.26485327,0.26827538,0.2522388,0.2976939,0.3084886,0.35036987,0.2972973,0.34005564,0.32587227,0.3372549,0.323765,0.32941177,0.35927442,0.3000703,0.33836478,0.32166445,0.29212707,0.26677066,0.31080186,0.3121693,0.34307024,0.29527837,0.25716498,0.30402684,0.21472937,0.2151463,0.28663793,0.36252296,0.30080754,0.31815267,0.33760107,0.32486632,0.28624535,0.28440368,0.29898402,0.37806237,0.32065573,0.2488189,0.30672824,0.28908092,0.31747067,0.30577958,0.33458412,0.36329588,0.32570308,0.2513168,0.35189572,0.32787958,0.19658887,0.34303796,0.30437756,0.2350629,0.29278952,0.3130194,0.25724906,0.35085574,0.2757079,0.35343787,0.31506848,0.3305304,0.19672132,0.24565561,0.3499079,0.28506097,0.25344563,0.3643542,0.2760181,0.2952253,0.30886245,0.30513176,0.37537006,0.32639354,0.27943262,0.3541384,0.33575678,0.2973159,0.33534014,0.34016657,0.33139536,0.3280318,0.2920168,0.3347666,0.32941177,0.3056119,0.33243608,0.36263096,0.3247026,0.3348243,0.34900543,0.31303117,0.32929292,0.31493944,0.30114448,0.1767318,0.3303875,0.33575317,0.33379027,0.22995952,0.24961948,0.31229013,0.2572062,0.3296199,0.29871976,0.26151446,0.2920168,0.2907069,0.21289752,0.27005732,0.32521975,0.31046677,0.34567085,0.3657518,0.30890805
